Produto,Categoria,Preço Unitário (R$),Quantidade Vendida,Total de Vendas (R$),Data da Venda
Eletrodomésticos How,Eletrodomésticos,3297.57,5,16487.85,2024-09-26
Eletrônicos Alone,Eletrônicos,4356.32,1,4356.32,2024-09-05
Brinquedos Prevent,Brinquedos,2129.99,3,6389.97,2024-09-21
Eletrodomésticos List,Eletrodomésticos,1387.37,20,27747.4,2024-09-17
Brinquedos Military,Brinquedos,3498.12,9,31483.08,2024-03-31
Móveis Rate,Móveis,3131.14,9,28180.26,2024-01-28
Eletrônicos Parent,Eletrônicos,3334.16,12,40009.92,2024-11-06
Vestuário Nearly,Vestuário,3591.55,9,32323.95,2024-03-18
Brinquedos Peace,Brinquedos,1541.45,4,6165.8,2024-04-20
Eletrônicos Experience,Eletrônicos,3260.61,18,58690.98,2024-05-27
Eletrônicos Four,Eletrônicos,1466.23,20,29324.6,2024-03-01
Brinquedos Company,Brinquedos,3902.82,4,15611.28,2024-02-07
Vestuário Him,Vestuário,651.47,10,6514.7,2024-10-21
Brinquedos Form,Brinquedos,671.34,7,4699.38,2024-03-01
Móveis Here,Móveis,724.97,16,11599.52,2024-07-06
Móveis Trial,Móveis,776.67,19,14756.73,2024-08-28
Eletrodomésticos Firm,Eletrodomésticos,617.57,10,6175.7,2024-02-02
Vestuário Thousand,Vestuário,151.99,15,2279.85,2024-05-10
Vestuário Perform,Vestuário,1270.19,4,5080.76,2024-07-08
Vestuário Brother,Vestuário,749.44,15,11241.6,2024-04-04
Brinquedos Together,Brinquedos,781.0,7,5467.0,2024-01-09
Móveis Special,Móveis,4575.51,6,27453.06,2024-11-02
Vestuário Business,Vestuário,4296.46,18,77336.28,2024-11-06
Vestuário Every,Vestuário,3021.9,18,54394.2,2024-02-05
Móveis Peace,Móveis,4601.04,10,46010.4,2024-03-18
Móveis Receive,Móveis,1513.79,13,19679.27,2024-03-18
Eletrônicos Small,Eletrônicos,1888.06,12,22656.72,2024-11-01
Vestuário Ready,Vestuário,1788.15,12,21457.8,2024-11-15
Móveis Recognize,Móveis,421.53,16,6744.48,2024-01-10
Eletrônicos Score,Eletrônicos,2414.37,9,21729.33,2024-02-28
Eletrônicos Democratic,Eletrônicos,1674.24,3,5022.72,2024-05-03
Eletrodomésticos Since,Eletrodomésticos,4016.08,4,16064.32,2024-05-24
Brinquedos Decade,Brinquedos,2512.89,18,45232.02,2024-09-07
Eletrônicos Hour,Eletrônicos,3072.19,18,55299.42,2024-11-14
Eletrônicos Area,Eletrônicos,167.21,7,1170.47,2024-02-02
Vestuário Relationship,Vestuário,2582.16,18,46478.88,2024-10-29
Móveis Hotel,Móveis,1186.62,20,23732.4,2024-05-14
Eletrodomésticos Whose,Eletrodomésticos,981.4,1,981.4,2024-08-20
Móveis Base,Móveis,3148.96,7,22042.72,2024-06-17
Brinquedos Central,Brinquedos,3621.01,7,25347.07,2024-06-20
Vestuário At,Vestuário,3846.52,10,38465.2,2024-02-02
Brinquedos Address,Brinquedos,3513.81,20,70276.2,2024-04-21
Eletrodomésticos Investment,Eletrodomésticos,1261.32,9,11351.88,2024-02-05
Vestuário History,Vestuário,3215.52,2,6431.04,2024-07-13
Móveis Market,Móveis,318.96,4,1275.84,2024-03-22
Brinquedos Above,Brinquedos,775.98,11,8535.78,2024-09-14
Eletrônicos Ten,Eletrônicos,1365.43,6,8192.58,2024-06-02
Eletrônicos Money,Eletrônicos,2387.49,6,14324.94,2024-11-03
Brinquedos Trip,Brinquedos,2645.27,10,26452.7,2024-11-17
Eletrodomésticos Charge,Eletrodomésticos,1114.86,13,14493.18,2024-01-28
Vestuário National,Vestuário,3756.91,19,71381.29,2024-11-04
Eletrodomésticos Present,Eletrodomésticos,3152.94,16,50447.04,2024-08-11
Eletrônicos Very,Eletrônicos,4996.71,20,99934.2,2024-03-27
Brinquedos Simple,Brinquedos,4434.05,1,4434.05,2024-09-01
Vestuário Work,Vestuário,1718.88,11,18907.68,2024-10-14
Vestuário Country,Vestuário,1837.79,19,34918.01,2024-06-14
Eletrônicos Protect,Eletrônicos,1086.78,6,6520.68,2024-08-12
Móveis Budget,Móveis,2869.06,16,45904.96,2024-01-19
Eletrônicos Hard,Eletrônicos,3951.07,18,71119.26,2024-07-31
Brinquedos Treat,Brinquedos,1066.44,15,15996.6,2024-01-22
Eletrodomésticos Daughter,Eletrodomésticos,515.18,8,4121.44,2024-06-03
Vestuário Drive,Vestuário,4267.07,7,29869.49,2024-03-30
Vestuário Attack,Vestuário,4178.33,14,58496.62,2024-05-05
Vestuário Understand,Vestuário,2906.59,13,37785.67,2024-09-10
Vestuário Send,Vestuário,2763.54,18,49743.72,2024-06-03
Brinquedos Alone,Brinquedos,2107.71,14,29507.94,2024-11-07
Eletrônicos Part,Eletrônicos,366.32,7,2564.24,2024-07-28
Brinquedos Wear,Brinquedos,2857.4,20,57148.0,2024-08-29
Eletrônicos Paper,Eletrônicos,4630.29,5,23151.45,2024-05-02
Brinquedos Rather,Brinquedos,450.97,8,3607.76,2024-11-04
Móveis Hundred,Móveis,4874.57,14,68243.98,2024-07-01
Eletrodomésticos Day,Eletrodomésticos,1526.24,19,28998.56,2024-05-14
Eletrodomésticos Explain,Eletrodomésticos,1762.01,5,8810.05,2024-05-22
Brinquedos Last,Brinquedos,1734.56,7,12141.92,2024-05-04
Eletrônicos Difference,Eletrônicos,2521.61,3,7564.83,2024-04-18
Móveis Seem,Móveis,1325.35,3,3976.05,2024-05-19
Vestuário Some,Vestuário,645.17,1,645.17,2024-09-13
Brinquedos Leader,Brinquedos,4411.8,15,66177.0,2024-01-13
Eletrônicos Paper,Eletrônicos,4967.21,6,29803.26,2024-07-05
Brinquedos Few,Brinquedos,2762.29,15,41434.35,2024-08-09
Vestuário Role,Vestuário,1022.04,7,7154.28,2024-04-30
Eletrodomésticos Money,Eletrodomésticos,551.56,1,551.56,2024-06-23
Móveis Only,Móveis,734.11,1,734.11,2024-06-17
Vestuário Yeah,Vestuário,2427.18,2,4854.36,2024-04-22
Brinquedos Collection,Brinquedos,3822.1,10,38221.0,2024-08-11
Eletrônicos Congress,Eletrônicos,4733.84,12,56806.08,2024-04-04
Eletrônicos Job,Eletrônicos,3954.71,1,3954.71,2024-04-17
Vestuário Such,Vestuário,2045.59,1,2045.59,2024-11-20
Brinquedos Attention,Brinquedos,2006.6,18,36118.8,2024-04-23
Vestuário Stock,Vestuário,2531.53,20,50630.6,2024-02-06
Eletrodomésticos Civil,Eletrodomésticos,2823.92,6,16943.52,2024-04-28
Eletrônicos Set,Eletrônicos,4539.03,12,54468.36,2024-07-15
Móveis Network,Móveis,463.89,14,6494.46,2024-04-08
Móveis Require,Móveis,2074.63,14,29044.82,2024-03-15
Móveis Charge,Móveis,2795.68,11,30752.48,2024-07-15
Brinquedos Out,Brinquedos,3969.82,10,39698.2,2024-11-22
Vestuário Dream,Vestuário,4782.26,15,71733.9,2024-10-05
Eletrônicos Role,Eletrônicos,149.95,16,2399.2,2024-07-25
Brinquedos Head,Brinquedos,4570.18,12,54842.16,2024-07-01
Móveis Visit,Móveis,1647.77,8,13182.16,2024-09-23
Móveis Property,Móveis,4769.74,14,66776.36,2024-05-16
Eletrodomésticos Move,Eletrodomésticos,2444.24,10,24442.4,2024-06-02
Brinquedos Performance,Brinquedos,4292.86,14,60100.04,2024-06-09
Brinquedos My,Brinquedos,166.85,11,1835.35,2024-02-22
Eletrônicos Remain,Eletrônicos,878.51,6,5271.06,2024-01-06
Brinquedos Exist,Brinquedos,915.88,7,6411.16,2024-09-22
Eletrônicos Nearly,Eletrônicos,690.57,2,1381.14,2024-08-01
Eletrodomésticos Senior,Eletrodomésticos,2266.27,17,38526.59,2024-09-17
Eletrônicos Down,Eletrônicos,2477.54,2,4955.08,2024-09-01
Móveis Born,Móveis,1095.91,1,1095.91,2024-08-31
Brinquedos Recently,Brinquedos,1273.36,10,12733.6,2024-02-08
Brinquedos Campaign,Brinquedos,972.52,17,16532.84,2024-08-16
Eletrodomésticos Religious,Eletrodomésticos,4526.38,13,58842.94,2024-03-08
Móveis Floor,Móveis,3559.29,1,3559.29,2024-05-04
Móveis Conference,Móveis,3616.42,19,68711.98,2024-10-17
Eletrônicos Reveal,Eletrônicos,1732.15,4,6928.6,2024-04-20
Vestuário There,Vestuário,3498.17,13,45476.21,2024-04-16
Eletrodomésticos Push,Eletrodomésticos,3760.66,11,41367.26,2024-10-28
Eletrônicos Arrive,Eletrônicos,4440.86,10,44408.6,2024-03-07
Brinquedos Nothing,Brinquedos,1486.33,11,16349.63,2024-10-15
Eletrônicos Customer,Eletrônicos,3780.89,1,3780.89,2024-04-20
Vestuário Theory,Vestuário,3844.15,19,73038.85,2024-05-07
Brinquedos Conference,Brinquedos,768.19,20,15363.8,2024-09-25
Brinquedos Production,Brinquedos,2145.02,16,34320.32,2024-04-04
Vestuário Available,Vestuário,1500.57,20,30011.4,2024-11-06
Vestuário We,Vestuário,2758.26,16,44132.16,2024-07-22
Vestuário Rate,Vestuário,986.81,4,3947.24,2024-09-22
Brinquedos Collection,Brinquedos,3384.46,19,64304.74,2024-08-18
Brinquedos Style,Brinquedos,4303.57,19,81767.83,2024-05-08
Eletrodomésticos Whole,Eletrodomésticos,4888.38,3,14665.14,2024-08-31
Vestuário Want,Vestuário,4474.96,11,49224.56,2024-05-16
Eletrônicos Good,Eletrônicos,4550.43,7,31853.01,2024-02-19
Móveis What,Móveis,3369.18,5,16845.9,2024-07-11
Eletrônicos Least,Eletrônicos,415.28,16,6644.48,2024-01-27
Eletrodomésticos Lot,Eletrodomésticos,2479.22,4,9916.88,2024-07-27
Eletrodomésticos Whole,Eletrodomésticos,530.17,7,3711.19,2024-07-01
Eletrodomésticos Book,Eletrodomésticos,1184.65,16,18954.4,2024-01-28
Brinquedos All,Brinquedos,3892.46,4,15569.84,2024-10-03
Eletrônicos Game,Eletrônicos,3356.82,18,60422.76,2024-05-22
Móveis Amount,Móveis,854.35,18,15378.3,2024-07-18
Eletrônicos Wide,Eletrônicos,672.41,10,6724.1,2024-02-17
Vestuário Can,Vestuário,916.06,11,10076.66,2024-05-09
Eletrônicos Everything,Eletrônicos,2189.93,6,13139.58,2024-09-17
Brinquedos Pm,Brinquedos,1724.43,12,20693.16,2024-08-25
Brinquedos Agree,Brinquedos,1667.12,20,33342.4,2024-04-07
Eletrônicos Guy,Eletrônicos,754.11,20,15082.2,2024-11-10
Eletrônicos Weight,Eletrônicos,2385.54,14,33397.56,2024-06-04
Eletrônicos Matter,Eletrônicos,1324.37,8,10594.96,2024-09-16
Vestuário Spend,Vestuário,4676.61,9,42089.49,2024-07-14
Eletrônicos Number,Eletrônicos,1313.58,10,13135.8,2024-09-28
Brinquedos Actually,Brinquedos,454.32,7,3180.24,2024-06-13
Eletrodomésticos Common,Eletrodomésticos,3912.39,11,43036.29,2024-04-07
Móveis Society,Móveis,1683.13,18,30296.34,2024-03-27
Eletrodomésticos Investment,Eletrodomésticos,1843.79,5,9218.95,2024-01-26
Móveis Item,Móveis,453.34,3,1360.02,2024-06-02
Vestuário Buy,Vestuário,3178.81,8,25430.48,2024-04-22
Eletrônicos Fund,Eletrônicos,4045.18,15,60677.7,2024-05-29
Vestuário Base,Vestuário,2727.15,17,46361.55,2024-02-07
Móveis Power,Móveis,3761.04,17,63937.68,2024-10-14
Vestuário Film,Vestuário,584.24,4,2336.96,2024-03-13
Brinquedos Never,Brinquedos,2394.59,17,40708.03,2024-01-21
Eletrônicos Way,Eletrônicos,2737.72,19,52016.68,2024-08-01
Brinquedos Land,Brinquedos,50.97,17,866.49,2024-04-06
Brinquedos Rule,Brinquedos,3910.17,13,50832.21,2024-06-02
Vestuário Ago,Vestuário,4036.52,19,76693.88,2024-08-01
Eletrodomésticos Enter,Eletrodomésticos,892.87,20,17857.4,2024-05-27
Eletrônicos Address,Eletrônicos,653.83,16,10461.28,2024-10-31
Móveis Heart,Móveis,993.86,18,17889.48,2024-01-10
Brinquedos Great,Brinquedos,1611.43,14,22560.02,2024-01-15
Vestuário Easy,Vestuário,1245.23,12,14942.76,2024-09-16
Móveis Know,Móveis,710.57,5,3552.85,2024-05-04
Brinquedos Skill,Brinquedos,4278.5,11,47063.5,2024-03-06
Eletrodomésticos Argue,Eletrodomésticos,863.9,15,12958.5,2024-08-26
Eletrodomésticos Hot,Eletrodomésticos,527.59,15,7913.85,2024-03-28
Brinquedos Standard,Brinquedos,715.37,13,9299.81,2024-04-08
Eletrodomésticos Pay,Eletrodomésticos,3674.2,2,7348.4,2024-09-11
Brinquedos Stand,Brinquedos,4789.62,10,47896.2,2024-07-11
Eletrônicos Seat,Eletrônicos,1508.35,2,3016.7,2024-03-14
Brinquedos Kind,Brinquedos,3314.17,12,39770.04,2024-10-10
Eletrônicos Church,Eletrônicos,823.51,3,2470.53,2024-07-11
Móveis Truth,Móveis,2648.46,10,26484.6,2024-06-15
Vestuário Hour,Vestuário,4433.84,2,8867.68,2024-05-15
Brinquedos Plant,Brinquedos,3647.56,20,72951.2,2024-04-03
Eletrônicos Check,Eletrônicos,1609.79,5,8048.95,2024-07-12
Vestuário Tough,Vestuário,4859.25,11,53451.75,2024-06-07
Eletrônicos Win,Eletrônicos,2266.55,1,2266.55,2024-05-16
Brinquedos Middle,Brinquedos,3825.71,1,3825.71,2024-10-06
Móveis True,Móveis,741.68,16,11866.88,2024-11-10
Brinquedos Pick,Brinquedos,3587.63,16,57402.08,2024-05-04
Eletrônicos Us,Eletrônicos,2998.09,10,29980.9,2024-11-03
Brinquedos Man,Brinquedos,2051.91,15,30778.65,2024-06-09
Brinquedos Letter,Brinquedos,1651.13,12,19813.56,2024-09-23
Eletrônicos Account,Eletrônicos,3575.91,15,53638.65,2024-08-01
Eletrodomésticos Along,Eletrodomésticos,2164.89,7,15154.23,2024-11-06
Brinquedos View,Brinquedos,3565.91,8,28527.28,2024-10-11
Brinquedos Beautiful,Brinquedos,2939.0,17,49963.0,2024-08-08
Eletrônicos Two,Eletrônicos,2520.23,12,30242.76,2024-09-14
Eletrodomésticos I,Eletrodomésticos,3299.87,2,6599.74,2024-06-21
Eletrônicos Billion,Eletrônicos,2302.21,20,46044.2,2024-02-04
Eletrônicos Explain,Eletrônicos,4293.16,2,8586.32,2024-02-09
Eletrodomésticos Chance,Eletrodomésticos,661.07,10,6610.7,2024-07-24
Brinquedos Trip,Brinquedos,2355.72,7,16490.04,2024-11-10
Eletrônicos Play,Eletrônicos,2338.83,8,18710.64,2024-09-24
Brinquedos Fast,Brinquedos,717.54,2,1435.08,2024-06-09
Brinquedos First,Brinquedos,3610.21,12,43322.52,2024-07-13
Vestuário Apply,Vestuário,3322.4,5,16612.0,2024-08-20
Brinquedos Middle,Brinquedos,2113.63,8,16909.04,2024-07-08
Eletrodomésticos Media,Eletrodomésticos,4330.34,10,43303.4,2024-03-15
Eletrônicos Nation,Eletrônicos,3859.85,8,30878.8,2024-07-05
Eletrônicos Trade,Eletrônicos,2553.4,3,7660.2,2024-06-17
Móveis Mr,Móveis,3867.43,15,58011.45,2024-07-28
Móveis Health,Móveis,3868.12,8,30944.96,2024-09-15
Brinquedos Control,Brinquedos,3024.38,7,21170.66,2024-01-08
Vestuário Ability,Vestuário,1781.35,11,19594.85,2024-06-23
Eletrônicos Treatment,Eletrônicos,1553.04,2,3106.08,2024-11-08
Brinquedos History,Brinquedos,3304.72,2,6609.44,2024-06-09
Móveis Five,Móveis,3058.09,5,15290.45,2024-05-07
Vestuário Social,Vestuário,2483.66,10,24836.6,2024-09-16
Brinquedos Member,Brinquedos,59.75,18,1075.5,2024-06-19
Vestuário Do,Vestuário,3768.53,15,56527.95,2024-09-16
Eletrônicos Discover,Eletrônicos,1184.64,5,5923.2,2024-11-13
Móveis Study,Móveis,170.52,16,2728.32,2024-01-18
Eletrônicos Wonder,Eletrônicos,2736.09,11,30096.99,2024-01-09
Eletrodomésticos Her,Eletrodomésticos,229.02,18,4122.36,2024-06-26
Eletrodomésticos Several,Eletrodomésticos,4021.13,13,52274.69,2024-02-02
Brinquedos Respond,Brinquedos,349.16,17,5935.72,2024-04-29
Brinquedos And,Brinquedos,1897.04,16,30352.64,2024-10-19
Móveis Social,Móveis,1229.95,8,9839.6,2024-11-01
Brinquedos End,Brinquedos,4252.78,11,46780.58,2024-01-07
Eletrônicos Others,Eletrônicos,1493.68,6,8962.08,2024-03-06
Eletrônicos True,Eletrônicos,2677.14,9,24094.26,2024-08-08
Móveis Bring,Móveis,4545.13,17,77267.21,2024-06-16
Brinquedos My,Brinquedos,3811.7,5,19058.5,2024-10-28
Eletrônicos Single,Eletrônicos,2675.12,14,37451.68,2024-11-03
Vestuário Child,Vestuário,3326.98,14,46577.72,2024-09-14
Eletrônicos Hour,Eletrônicos,1751.68,20,35033.6,2024-10-04
Vestuário Size,Vestuário,3777.31,15,56659.65,2024-05-22
Vestuário Least,Vestuário,384.37,12,4612.44,2024-07-21
Eletrônicos Southern,Eletrônicos,3319.21,17,56426.57,2024-03-26
Móveis Anyone,Móveis,953.4,1,953.4,2024-09-22
Móveis Image,Móveis,2372.12,20,47442.4,2024-05-26
Brinquedos Box,Brinquedos,208.02,10,2080.2,2024-08-22
Móveis Trial,Móveis,2878.5,18,51813.0,2024-04-01
Eletrônicos Most,Eletrônicos,2254.58,9,20291.22,2024-07-21
Vestuário Arm,Vestuário,724.21,20,14484.2,2024-04-17
Eletrônicos Government,Eletrônicos,1910.76,16,30572.16,2024-04-09
Eletrônicos Yet,Eletrônicos,3854.57,14,53963.98,2024-08-06
Vestuário Agent,Vestuário,1383.38,6,8300.28,2024-02-17
Brinquedos Must,Brinquedos,3851.12,6,23106.72,2024-10-06
Eletrônicos Ability,Eletrônicos,3897.31,11,42870.41,2024-05-09
Vestuário Away,Vestuário,4310.1,4,17240.4,2024-09-27
Vestuário Call,Vestuário,519.87,2,1039.74,2024-01-31
Vestuário Half,Vestuário,3460.42,18,62287.56,2024-07-29
Móveis Item,Móveis,4479.01,9,40311.09,2024-02-24
Vestuário Fish,Vestuário,2211.38,2,4422.76,2024-03-19
Brinquedos Also,Brinquedos,4027.69,20,80553.8,2024-10-14
Eletrônicos Wait,Eletrônicos,1684.73,11,18532.03,2024-02-28
Brinquedos Blood,Brinquedos,3859.68,4,15438.72,2024-10-21
Eletrodomésticos Compare,Eletrodomésticos,3896.25,8,31170.0,2024-03-26
Vestuário Positive,Vestuário,1329.24,3,3987.72,2024-09-02
Móveis Rule,Móveis,523.85,8,4190.8,2024-09-02
Eletrodomésticos Writer,Eletrodomésticos,3744.63,7,26212.41,2024-09-07
Móveis Ground,Móveis,1478.84,9,13309.56,2024-02-28
Vestuário Teacher,Vestuário,3153.45,14,44148.3,2024-08-14
Móveis Responsibility,Móveis,4648.73,17,79028.41,2024-09-24
Eletrodomésticos Sport,Eletrodomésticos,1013.36,4,4053.44,2024-07-03
Móveis Toward,Móveis,2227.73,18,40099.14,2024-09-23
Eletrônicos Until,Eletrônicos,4084.47,8,32675.76,2024-06-13
Vestuário Player,Vestuário,945.76,10,9457.6,2024-10-17
Eletrodomésticos Study,Eletrodomésticos,2631.18,11,28942.98,2024-04-06
Brinquedos Believe,Brinquedos,2852.24,1,2852.24,2024-08-06
Eletrodomésticos Subject,Eletrodomésticos,4631.64,18,83369.52,2024-10-12
Eletrodomésticos Clearly,Eletrodomésticos,960.38,5,4801.9,2024-10-13
Eletrodomésticos Speak,Eletrodomésticos,4164.09,7,29148.63,2024-07-17
Eletrodomésticos No,Eletrodomésticos,609.53,16,9752.48,2024-10-28
Brinquedos Local,Brinquedos,768.09,17,13057.53,2024-07-15
Eletrônicos Land,Eletrônicos,1320.53,20,26410.6,2024-05-30
Brinquedos Air,Brinquedos,776.72,16,12427.52,2024-08-25
Brinquedos Leg,Brinquedos,3688.47,6,22130.82,2024-06-01
Móveis Answer,Móveis,159.15,16,2546.4,2024-11-23
Vestuário Inside,Vestuário,1259.89,11,13858.79,2024-07-04
Móveis Or,Móveis,893.02,10,8930.2,2024-05-27
Vestuário Sound,Vestuário,2888.21,18,51987.78,2024-04-08
Móveis Kid,Móveis,2462.81,11,27090.91,2024-08-17
Brinquedos Work,Brinquedos,3338.56,16,53416.96,2024-04-21
Vestuário Treatment,Vestuário,3322.94,2,6645.88,2024-07-19
Móveis There,Móveis,4910.91,12,58930.92,2024-01-02
Eletrônicos Huge,Eletrônicos,3310.98,4,13243.92,2024-09-18
Vestuário Best,Vestuário,520.42,18,9367.56,2024-01-21
Eletrodomésticos Vote,Eletrodomésticos,1781.89,7,12473.23,2024-09-01
Eletrônicos Rise,Eletrônicos,863.45,14,12088.3,2024-05-08
Brinquedos Personal,Brinquedos,2660.54,6,15963.24,2024-08-04
Vestuário See,Vestuário,1838.41,13,23899.33,2024-02-18
Vestuário Guess,Vestuário,1891.69,1,1891.69,2024-05-15
Eletrônicos Add,Eletrônicos,4469.11,8,35752.88,2024-09-04
Vestuário Exactly,Vestuário,2639.45,5,13197.25,2024-06-05
Vestuário Big,Vestuário,2888.63,11,31774.93,2024-03-28
Vestuário Happen,Vestuário,194.11,3,582.33,2024-08-03
Móveis Defense,Móveis,2020.7,8,16165.6,2024-05-12
Vestuário Letter,Vestuário,146.62,16,2345.92,2024-10-25
Móveis International,Móveis,1355.48,6,8132.88,2024-02-02
Eletrodomésticos South,Eletrodomésticos,2504.31,6,15025.86,2024-01-27
Móveis Lose,Móveis,3666.09,4,14664.36,2024-01-10
Eletrônicos South,Eletrônicos,277.68,14,3887.52,2024-10-25
Eletrodomésticos Marriage,Eletrodomésticos,301.92,5,1509.6,2024-03-07
Vestuário Material,Vestuário,4807.14,15,72107.1,2024-10-08
Brinquedos Entire,Brinquedos,109.27,4,437.08,2024-07-29
Móveis Together,Móveis,3221.25,5,16106.25,2024-09-16
Vestuário Able,Vestuário,1145.69,20,22913.8,2024-03-26
Móveis Picture,Móveis,1096.66,14,15353.24,2024-08-28
Vestuário Home,Vestuário,2496.52,3,7489.56,2024-03-15
Eletrodomésticos Realize,Eletrodomésticos,2207.14,4,8828.56,2024-11-13
Móveis Poor,Móveis,2801.59,14,39222.26,2024-03-15
Brinquedos Reality,Brinquedos,4937.95,5,24689.75,2024-09-17
Móveis Country,Móveis,3894.91,15,58423.65,2024-08-29
Vestuário Option,Vestuário,1092.03,20,21840.6,2024-10-02
Eletrodomésticos Then,Eletrodomésticos,644.64,10,6446.4,2024-01-12
Eletrodomésticos Although,Eletrodomésticos,2518.3,16,40292.8,2024-02-22
Eletrônicos Skill,Eletrônicos,161.86,1,161.86,2024-11-09
Brinquedos Identify,Brinquedos,831.17,7,5818.19,2024-02-24
Eletrônicos Community,Eletrônicos,541.74,13,7042.62,2024-03-04
Vestuário Success,Vestuário,1589.55,14,22253.7,2024-04-06
Vestuário Professor,Vestuário,3765.9,3,11297.7,2024-07-21
Eletrodomésticos Room,Eletrodomésticos,848.74,17,14428.58,2024-09-12
Vestuário By,Vestuário,3306.75,1,3306.75,2024-07-06
Eletrodomésticos Continue,Eletrodomésticos,3757.51,11,41332.61,2024-07-27
Brinquedos Lay,Brinquedos,3548.59,14,49680.26,2024-02-03
Vestuário Lead,Vestuário,2348.12,10,23481.2,2024-10-12
Móveis Night,Móveis,3651.14,15,54767.1,2024-07-25
Eletrodomésticos Store,Eletrodomésticos,2053.04,11,22583.44,2024-10-19
Eletrônicos Kitchen,Eletrônicos,4389.33,3,13167.99,2024-07-04
Móveis Very,Móveis,340.64,1,340.64,2024-07-04
Vestuário Push,Vestuário,1744.55,19,33146.45,2024-11-09
Móveis Friend,Móveis,3378.35,10,33783.5,2024-07-21
Eletrodomésticos Head,Eletrodomésticos,736.92,10,7369.2,2024-10-02
Vestuário Place,Vestuário,3811.91,8,30495.28,2024-03-24
Eletrônicos Interest,Eletrônicos,3682.84,12,44194.08,2024-08-22
Móveis Process,Móveis,372.61,9,3353.49,2024-04-19
Eletrônicos Fight,Eletrônicos,1943.04,16,31088.64,2024-04-13
Eletrodomésticos Thus,Eletrodomésticos,2489.29,11,27382.19,2024-09-04
Brinquedos Between,Brinquedos,2776.49,9,24988.41,2024-07-02
Móveis Him,Móveis,3409.73,10,34097.3,2024-10-15
Eletrodomésticos Ten,Eletrodomésticos,684.72,19,13009.68,2024-03-03
Brinquedos Nor,Brinquedos,3148.92,3,9446.76,2024-04-22
Eletrodomésticos Network,Eletrodomésticos,2096.33,19,39830.27,2024-09-25
Eletrodomésticos Reach,Eletrodomésticos,512.16,10,5121.6,2024-11-18
Móveis Her,Móveis,3007.54,4,12030.16,2024-10-07
Eletrodomésticos May,Eletrodomésticos,1275.72,17,21687.24,2024-05-05
Brinquedos Various,Brinquedos,2187.16,9,19684.44,2024-07-19
Móveis Property,Móveis,369.91,13,4808.83,2024-07-07
Móveis Name,Móveis,2404.6,3,7213.8,2024-05-13
Móveis Brother,Móveis,1566.89,7,10968.23,2024-03-06
Brinquedos Beyond,Brinquedos,2461.44,11,27075.84,2024-01-25
Vestuário Although,Vestuário,3027.09,17,51460.53,2024-04-09
Vestuário Thousand,Vestuário,4568.25,15,68523.75,2024-03-13
Móveis Relate,Móveis,1853.12,13,24090.56,2024-07-10
Vestuário Yard,Vestuário,1031.25,12,12375.0,2024-06-15
